init_cluster,0
0,3061
1,2272
2,2142
3,1712
4,1660
5,1581
6,1404
7,1373
8,1311
9,1172
10,1164
11,988
12,770
13,770
14,764
15,758
16,744
17,670
18,631
19,629
20,614
21,613
22,610
23,592
24,504
25,451
26,438
27,403
28,204
29,161
30,136
