,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,-1.0,0.006161971830985915,0.006069094304388422,0.03212616822429906,0.18433734939759036,0.017077798861480076,0.051994301994301995,0.0029133284777858705,0.0038138825324180014,0.07337883959044368,0.0,0.004048582995951417,0.08311688311688312,0.015584415584415584,0.006544502617801047,0.0,0.782258064516129,0.020895522388059702,0.08874801901743265,9.793322734499204,0.009771986970684038,0.0701468189233279,0.07540983606557378,0.0,0.8452380952380952,3.8669623059866964,0.0091324200913242,0.007444168734491315,0.00980392156862745,0.0,0.0
1,0.006161971830985915,-1.0,0.0,0.0017523364485981308,0.0030120481927710845,0.002530044275774826,0.049145299145299144,0.0007283321194464676,0.0030511060259344014,0.03668941979522184,0.061855670103092786,0.0354251012145749,0.0012987012987012987,0.005194805194805195,0.010471204188481676,0.0,0.0228494623655914,0.011940298507462687,0.0,0.003179650238473768,0.03908794788273615,0.0,0.0,1.964527027027027,0.011904761904761904,0.0022172949002217295,0.01141552511415525,0.0024813895781637717,0.0,0.006211180124223602,1.5147058823529411
2,0.006069094304388422,0.0,-1.0,0.09754672897196262,0.004216867469879518,4.212523719165086,0.0292022792022792,0.004369992716678805,0.0015255530129672007,0.0,0.015463917525773196,0.0,0.005194805194805195,5.318181818181818,0.014397905759162303,0.0,4.833333333333333,0.029850746268656716,0.011093502377179081,0.0,0.004885993485342019,0.0,1.7836065573770492,0.0,0.001984126984126984,0.011086474501108648,0.0,0.17866004962779156,0.0,0.0,0.0
3,0.03212616822429906,0.0017523364485981308,0.09754672897196262,-1.0,0.0036144578313253013,0.15117014547754587,0.002136752136752137,0.0014566642388929353,0.0030511060259344014,0.0,0.000859106529209622,0.0,0.007792207792207792,0.09610389610389611,0.007853403141361256,0.00395778364116095,0.2513440860215054,0.0,0.025356576862123614,0.01589825119236884,0.016286644951140065,0.03588907014681892,0.24918032786885247,0.0016891891891891893,0.06944444444444445,0.028824833702882482,0.00228310502283105,0.16377171215880892,0.0,0.0,0.0
4,0.18433734939759036,0.0030120481927710845,0.004216867469879518,0.0036144578313253013,-1.0,0.0018975332068311196,0.004985754985754986,0.0029133284777858705,0.0038138825324180014,0.48208191126279865,0.0,0.26417004048583,0.003896103896103896,0.0012987012987012987,0.0013089005235602095,0.0,0.013440860215053764,0.0,0.0,0.12241653418124006,0.003257328990228013,1.7520391517128875,0.0,0.0,0.04365079365079365,0.024390243902439025,1.6073059360730593,0.0,0.0,0.0,0.0
5,0.017077798861480076,0.002530044275774826,4.212523719165086,0.15117014547754587,0.0018975332068311196,-1.0,0.02849002849002849,0.0,0.0007627765064836003,0.0008532423208191126,0.001718213058419244,0.0,0.014285714285714285,3.551948051948052,0.0,0.0013192612137203166,4.501344086021505,0.022388059701492536,0.012678288431061807,0.04133545310015898,0.0,0.0,0.14590163934426228,0.0,0.031746031746031744,0.0,0.0,0.7617866004962779,0.00980392156862745,0.0,0.0
6,0.051994301994301995,0.049145299145299144,0.0292022792022792,0.002136752136752137,0.004985754985754986,0.02849002849002849,-1.0,0.0,0.0,0.006825938566552901,5.345360824742268,0.0020242914979757085,0.003896103896103896,0.01948051948051948,0.18979057591623036,0.00395778364116095,0.08602150537634409,0.14776119402985075,0.01901743264659271,0.02066772655007949,0.0016286644951140066,0.0,0.001639344262295082,0.0,0.02976190476190476,0.0066518847006651885,0.0045662100456621,0.022332506203473945,0.0,1.4161490683229814,0.0
7,0.0029133284777858705,0.0007283321194464676,0.004369992716678805,0.0014566642388929353,0.0029133284777858705,0.0,0.0,-1.0,2.585812356979405,0.0,0.015463917525773196,0.0,0.0012987012987012987,0.033766233766233764,0.08769633507853403,2.1108179419525066,0.0,1.2671641791044777,0.03645007923930269,0.0,0.004885993485342019,0.0065252854812398045,0.05245901639344262,0.0016891891891891893,0.003968253968253968,0.011086474501108648,0.0,0.009925558312655087,0.00980392156862745,0.0,0.0
8,0.0038138825324180014,0.0030511060259344014,0.0015255530129672007,0.0030511060259344014,0.0038138825324180014,0.0007627765064836003,0.0,2.585812356979405,-1.0,0.0,0.022336769759450172,0.0,0.005194805194805195,0.007792207792207792,0.017015706806282723,2.5527704485488125,0.0,1.6567164179104477,0.11568938193343899,0.0,0.0016286644951140066,0.004893964110929853,0.019672131147540985,0.0,0.005952380952380952,0.008869179600886918,0.0,0.017369727047146403,0.0,0.024844720496894408,0.0
9,0.07337883959044368,0.03668941979522184,0.0,0.0,0.48208191126279865,0.0008532423208191126,0.006825938566552901,0.0,0.0,-1.0,0.0,3.756072874493927,0.011688311688311689,0.0,0.0013089005235602095,0.0,0.012096774193548387,0.0029850746268656717,0.0,0.046104928457869634,0.050488599348534204,0.011419249592169658,0.001639344262295082,0.0033783783783783786,0.03968253968253968,0.015521064301552107,0.6415525114155252,0.0,0.0,0.0,0.007352941176470588
10,0.0,0.061855670103092786,0.015463917525773196,0.000859106529209622,0.0,0.001718213058419244,5.345360824742268,0.015463917525773196,0.022336769759450172,0.0,-1.0,0.0010121457489878543,0.0,0.006493506493506494,2.2722513089005236,0.0079155672823219,0.0013440860215053765,0.09701492537313433,0.009508716323296355,0.0,0.0,0.0,0.0,0.02364864864864865,0.0,0.0,0.0,0.0,0.004901960784313725,2.950310559006211,0.014705882352941176
11,0.004048582995951417,0.0354251012145749,0.0,0.0,0.26417004048583,0.0,0.0020242914979757085,0.0,0.0,3.756072874493927,0.0010121457489878543,-1.0,0.003896103896103896,0.0,0.002617801047120419,0.0,0.004032258064516129,0.0,0.0,0.001589825119236884,0.026058631921824105,1.3849918433931485,0.001639344262295082,0.02195945945945946,0.001984126984126984,0.008869179600886918,1.0068493150684932,0.0,0.0,0.0,0.0
12,0.08311688311688312,0.0012987012987012987,0.005194805194805195,0.007792207792207792,0.003896103896103896,0.014285714285714285,0.003896103896103896,0.0012987012987012987,0.005194805194805195,0.011688311688311689,0.0,0.003896103896103896,-1.0,0.005194805194805195,0.0,0.0,0.01747311827956989,0.005970149253731343,0.06814580031695722,0.06041335453100159,0.004885993485342019,0.0,0.004918032786885246,0.0,0.013888888888888888,0.16851441241685144,0.0,0.0,1.2156862745098038,0.0,0.0
13,0.015584415584415584,0.005194805194805195,5.318181818181818,0.09610389610389611,0.0012987012987012987,3.551948051948052,0.01948051948051948,0.033766233766233764,0.007792207792207792,0.0,0.006493506493506494,0.0,0.005194805194805195,-1.0,0.013089005235602094,0.0013192612137203166,2.4475806451612905,0.004477611940298508,0.00792393026941363,0.0,0.0016286644951140066,0.0,2.6557377049180326,0.011824324324324325,0.013888888888888888,0.011086474501108648,0.00228310502283105,2.034739454094293,0.0,0.0,0.0
14,0.006544502617801047,0.010471204188481676,0.014397905759162303,0.007853403141361256,0.0013089005235602095,0.0,0.18979057591623036,0.08769633507853403,0.017015706806282723,0.0013089005235602095,2.2722513089005236,0.002617801047120419,0.0,0.013089005235602094,-1.0,0.002638522427440633,0.0,0.004477611940298508,0.011093502377179081,0.0,0.008143322475570033,0.03099510603588907,0.08524590163934426,0.30067567567567566,0.00992063492063492,0.019955654101995565,0.0136986301369863,0.07692307692307693,0.0,7.136645962732919,0.022058823529411766
15,0.0,0.0,0.0,0.00395778364116095,0.0,0.0013192612137203166,0.00395778364116095,2.1108179419525066,2.5527704485488125,0.0,0.0079155672823219,0.0,0.0,0.0013192612137203166,0.002638522427440633,-1.0,0.0,0.6194029850746269,0.009508716323296355,0.0,0.0,0.0,0.0,0.0,0.001984126984126984,0.0,0.0,0.009925558312655087,0.0,0.018633540372670808,0.0
16,0.782258064516129,0.0228494623655914,4.833333333333333,0.2513440860215054,0.013440860215053764,4.501344086021505,0.08602150537634409,0.0,0.0,0.012096774193548387,0.0013440860215053765,0.004032258064516129,0.01747311827956989,2.4475806451612905,0.0,0.0,-1.0,0.023880597014925373,0.00792393026941363,0.28298887122416533,0.014657980456026058,0.0016313213703099511,0.06393442622950819,0.0,0.05952380952380952,0.06651884700665188,0.0091324200913242,0.13399503722084366,0.0196078431372549,0.0,0.0
17,0.020895522388059702,0.011940298507462687,0.029850746268656716,0.0,0.0,0.022388059701492536,0.14776119402985075,1.2671641791044777,1.6567164179104477,0.0029850746268656717,0.09701492537313433,0.0,0.005970149253731343,0.004477611940298508,0.004477611940298508,0.6194029850746269,0.023880597014925373,-1.0,0.06497622820919176,0.009538950715421303,0.0016286644951140066,0.0,0.001639344262295082,0.0,0.0,0.017738359201773836,0.0,0.0,0.0,0.0,0.0
18,0.08874801901743265,0.0,0.011093502377179081,0.025356576862123614,0.0,0.012678288431061807,0.01901743264659271,0.03645007923930269,0.11568938193343899,0.0,0.009508716323296355,0.0,0.06814580031695722,0.00792393026941363,0.011093502377179081,0.009508716323296355,0.00792393026941363,0.06497622820919176,-1.0,0.014308426073131956,0.003257328990228013,0.0065252854812398045,0.014754098360655738,0.0,0.011904761904761904,0.008869179600886918,0.0,0.004962779156327543,0.024509803921568627,0.0,0.0
19,9.793322734499204,0.003179650238473768,0.0,0.01589825119236884,0.12241653418124006,0.04133545310015898,0.02066772655007949,0.0,0.0,0.046104928457869634,0.0,0.001589825119236884,0.06041335453100159,0.0,0.0,0.0,0.28298887122416533,0.009538950715421303,0.014308426073131956,-1.0,0.013029315960912053,0.0,0.001639344262295082,0.0,0.3273809523809524,0.647450110864745,0.0,0.0024813895781637717,0.004901960784313725,0.0,0.0
