init_cluster,0
0,670
1,646
2,595
3,564
4,551
5,546
6,540
7,539
8,502
9,487
10,474
11,414
12,372
13,332
14,285
15,271
16,239
17,239
18,202
19,202
20,145
21,136
22,129
23,117
24,91
