,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0,-1.0,0.0,0.0,0.0,2.8947368421052633,2.3553113553113554,0.0,0.00927643784786642,0.0,0.0,0.0,0.004830917874396135,1.5456989247311828,0.0,0.0,0.0,0.06276150627615062,0.0,1.103960396039604,0.0,1.710344827586207,0.0,0.0,0.0,0.0
1,0.0,-1.0,0.7159663865546219,0.0,0.0,0.0018315018315018315,0.5925925925925926,0.0,1.199203187250996,0.5626283367556468,1.251054852320675,0.6908212560386473,0.0,0.0,0.0,0.992619926199262,0.0,0.0,0.0,0.0,0.020689655172413793,0.0,1.3488372093023255,0.6752136752136753,0.34065934065934067
2,0.0,0.7159663865546219,-1.0,0.0,0.0,0.0,1.662962962962963,0.0,1.3247011952191234,1.1190965092402465,0.8481012658227848,0.4782608695652174,0.0,0.0,0.0,0.974169741697417,0.0,0.0,0.0,0.0,0.0,0.0,0.32558139534883723,1.0427350427350428,0.7582417582417582
3,0.0,0.0,0.0,-1.0,0.0054446460980036296,0.0,0.0,0.4619666048237477,0.0,0.002053388090349076,0.0,0.0,0.0,0.5662650602409639,1.1228070175438596,0.0,2.589958158995816,1.108786610878661,0.0,0.6485148514851485,0.0,1.0955882352941178,0.0,0.0,0.0
4,2.8947368421052633,0.0,0.0,0.0054446460980036296,-1.0,1.4267399267399268,0.0,0.0,0.0,0.006160164271047228,0.0,0.0024154589371980675,0.1424731182795699,0.0030120481927710845,0.0,0.0,0.06276150627615062,0.0,0.24752475247524752,0.0,0.8275862068965517,0.0,0.0,0.0,0.0
5,2.3553113553113554,0.0018315018315018315,0.0,0.0,1.4267399267399268,-1.0,0.0,0.0,0.0,0.008213552361396304,0.0,0.004830917874396135,2.032258064516129,0.0,0.0,0.0,0.14644351464435146,0.0,1.1633663366336633,0.0,0.5448275862068965,0.0,0.0,0.0,0.0
6,0.0,0.5925925925925926,1.662962962962963,0.0,0.0,0.0,-1.0,0.0,1.1414342629482073,0.9486652977412731,1.4514767932489452,0.3695652173913043,0.0,0.0,0.0,0.3173431734317343,0.0,0.0,0.0,0.0,0.0,0.0,0.9534883720930233,1.0256410256410255,0.945054945054945
7,0.00927643784786642,0.0,0.0,0.4619666048237477,0.0,0.0,0.0,-1.0,0.0,0.006160164271047228,0.0,0.0024154589371980675,0.0,1.2680722891566265,0.9298245614035088,0.0,0.10460251046025104,0.1799163179916318,0.0297029702970297,0.7524752475247525,0.006896551724137931,2.0955882352941178,0.0,0.0,0.0
8,0.0,1.199203187250996,1.3247011952191234,0.0,0.0,0.0,1.1414342629482073,0.0,-1.0,0.2751540041067762,1.0316455696202531,0.1642512077294686,0.0,0.0,0.0,1.1734317343173433,0.0,0.0,0.0,0.0,0.006896551724137931,0.0,0.6976744186046512,0.9401709401709402,1.978021978021978
9,0.0,0.5626283367556468,1.1190965092402465,0.002053388090349076,0.006160164271047228,0.008213552361396304,0.9486652977412731,0.006160164271047228,0.2751540041067762,-1.0,0.379746835443038,0.642512077294686,0.03494623655913978,0.05421686746987952,0.0035087719298245615,0.3726937269372694,0.012552301255230125,0.008368200836820083,0.0,0.0,0.020689655172413793,0.03676470588235294,0.09302325581395349,0.1794871794871795,2.3626373626373627
